EEID,Full_Name,Job_Title,Department,Business_Unit,Gender,Ethnicity,Age,Hire_Date,Annual_Salary,Bonus,Country,City,Exit_Date
E00523,Daniel Jordan,Network Administrator,IT,Corporate,Male,Caucasian,58,26-07-1993,"$69,260 ",0%,United States,Phoenix,
E03615,Daniel Dixon,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,51,09-10-1999,"$95,639 ",0%,United States,Austin,
E02761,Luca Duong,Manager,Human Resources,Research & Development,Male,Asian,48,30-06-2004,"$1,20,660 ",7%,China,Chengdu,
E02121,Levi Brown,Sr. Analyst,Sales,Corporate,Male,Black,36,26-12-2021,"$75,119 ",0%,United States,Chicago,
E01486,Mason Cho,Vice President,Accounting,Research & Development,Male,Asian,59,18-05-2011,"$1,92,213 ",40%,United States,Chicago,
E00725,Nova Herrera,Account Representative,Sales,Speciality Products,Female,Latino,45,10-05-2014,"$65,047 ",0%,Brazil,Sao Paulo,
E03027,Elijah Watson,Sr. Manger,Sales,Manufacturing,Male,Caucasian,29,16-03-2017,"$1,51,413 ",15%,United States,Seattle,
E03689,Wesley Gray,Sr. Analyst,Accounting,Speciality Products,Male,Caucasian,62,22-04-2003,"$76,906 ",0%,United States,Seattle,
E01986,Wesley Sharma,Manager,IT,Corporate,Male,Asian,51,23-02-1994,"$1,22,802 ",5%,China,Shanghai,
E01286,Mateo Mendez,Development Engineer,Engineering,Research & Development,Male,Latino,47,14-07-1998,"$99,091 ",0%,United States,Austin,
E01409,Jose Molina,Controls Engineer,Engineering,Manufacturing,Male,Latino,40,28-02-2008,"$1,13,987 ",0%,Brazil,Manaus,
E00626,Luna Simmons,Sr. Analyst,Finance,Corporate,Female,Caucasian,28,04-09-2020,"$95,045 ",0%,United States,Chicago,
E04342,Samantha Barnes,Vice President,Marketing,Speciality Products,Female,Caucasian,29,05-01-2017,"$1,90,401 ",37%,United States,Columbus,
E03904,Hunter Ortiz,Sr. Analyst,Finance,Corporate,Male,Latino,46,20-01-2013,"$86,061 ",0%,Brazil,Rio de Janerio,
E01291,Thomas Aguilar,Sr. Account Representative,Sales,Speciality Products,Male,Latino,45,10-02-2021,"$79,882 ",0%,United States,Phoenix,
E00917,Skylar Bell,Vice President,Engineering,Manufacturing,Female,Caucasian,30,06-03-2018,"$2,55,431 ",36%,United States,Columbus,
E01484,Anna Zhu,Service Desk Analyst,IT,Manufacturing,Female,Asian,48,22-08-2003,"$82,017 ",0%,China,Beijing,
E03864,Ella Hunter,Analyst,Finance,Manufacturing,Female,Caucasian,51,18-01-2017,"$53,799 ",0%,United States,Columbus,
E00488,Emery Hunter,Sr. Analyst,Sales,Corporate,Female,Caucasian,28,03-07-2021,"$82,739 ",0%,United States,Phoenix,
E02227,Sofia Parker,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,36,30-05-2014,"$99,080 ",0%,United States,Chicago,
E04802,Lucy Fong,Sr. Account Representative,Sales,Corporate,Female,Asian,40,20-01-2011,"$96,719 ",0%,China,Chengdu,
E01970,Vivian Barnes,Director,Human Resources,Research & Development,Female,Caucasian,51,28-03-2021,"$1,80,687 ",19%,United States,Phoenix,
E02813,Kai Chow,Engineering Manager,Engineering,Corporate,Male,Asian,45,12-04-2001,"$95,743 ",15%,United States,Austin,15-01-2010
E02031,Melody Cooper,Development Engineer,Engineering,Research & Development,Female,Caucasian,44,04-09-2009,"$89,695 ",0%,United States,Austin,
E03252,James Bui,Manager,Finance,Manufacturing,Male,Asian,64,20-07-1998,"$1,22,753 ",9%,China,Chongqing,
E04871,Liam Grant,Sr. Business Partner,Human Resources,Research & Development,Male,Caucasian,30,15-03-2015,"$93,734 ",0%,United States,Phoenix,
E03547,Owen Han,Analyst,Accounting,Corporate,Male,Asian,28,12-05-2017,"$52,069 ",0%,China,Chongqing,
E04742,Kinsley Vega,Vice President,Accounting,Corporate,Female,Latino,33,16-12-2020,"$2,58,426 ",40%,Brazil,Rio de Janerio,
E01070,Leonardo Martin,Manager,Finance,Speciality Products,Male,Black,51,16-02-1995,"$1,25,375 ",9%,United States,Chicago,
E04359,Greyson Lam,Vice President,Accounting,Manufacturing,Male,Asian,25,08-02-2021,"$1,98,243 ",31%,United States,Miami,
E03268,Emilia Rivera,Test Engineer,Engineering,Research & Development,Female,Latino,42,23-11-2017,"$96,023 ",0%,United States,Miami,
E04035,Penelope Johnson,Sr. Analyst,Marketing,Research & Development,Female,Caucasian,34,25-06-2012,"$83,066 ",0%,United States,Chicago,05-06-2013
E01221,Eva Figueroa,Analyst II,Sales,Research & Development,Female,Latino,48,14-05-2014,"$61,216 ",0%,United States,Seattle,
E00276,Ezekiel Jordan,Sr. Manger,Accounting,Corporate,Male,Caucasian,33,10-02-2013,"$1,44,231 ",14%,United States,Columbus,17-07-2020
E01687,Luke Mai,HRIS Analyst,Human Resources,Research & Development,Male,Asian,41,24-10-2007,"$51,630 ",0%,China,Beijing,
E02844,Charles Diaz,Sr. Manger,Sales,Corporate,Male,Latino,55,16-11-2013,"$1,24,129 ",15%,Brazil,Sao Paulo,
E01263,Adam Espinoza,Test Engineer,Engineering,Manufacturing,Male,Latino,36,09-04-2009,"$60,055 ",0%,United States,Seattle,
E00119,Jack Maldonado,Director,Engineering,Research & Development,Male,Latino,31,26-08-2020,"$1,89,290 ",22%,Brazil,Sao Paulo,25-09-2020
E03935,Cora Jiang,Vice President,IT,Corporate,Female,Asian,53,30-04-2008,"$1,82,202 ",30%,United States,Austin,
E00742,Cooper Mitchell,Manager,Sales,Speciality Products,Male,Caucasian,43,31-01-2006,"$1,17,518 ",7%,United States,Seattle,
E02810,Layla Torres,Sr. Manger,Finance,Manufacturing,Female,Latino,37,24-02-2013,"$1,57,474 ",11%,Brazil,Rio de Janerio,
E01860,Jack Edwards,Manager,Marketing,Manufacturing,Male,Caucasian,38,06-04-2008,"$1,26,856 ",6%,United States,Columbus,
E04890,Eleanor Chan,Sr. Manger,Accounting,Manufacturing,Female,Asian,49,02-04-2001,"$1,29,124 ",12%,China,Shanghai,
E02285,Aria Xi,Director,Sales,Research & Development,Female,Asian,45,01-03-2002,"$1,65,181 ",16%,United States,Seattle,
E00842,John Vega,Vice President,Finance,Corporate,Male,Latino,50,18-01-2004,"$2,47,939 ",35%,Brazil,Rio de Janerio,
E01271,Luke Munoz,Director,Engineering,Speciality Products,Male,Latino,64,25-08-2017,"$1,69,509 ",18%,Brazil,Manaus,
E01921,Sarah Daniels,Sr. Manger,Accounting,Manufacturing,Female,Caucasian,55,09-01-2011,"$1,38,521 ",10%,United States,Miami,
E03664,Aria Castro,Engineering Manager,Engineering,Speciality Products,Female,Latino,45,14-03-2014,"$1,13,873 ",11%,Brazil,Rio de Janerio,
E00813,Autumn Joseph,Enterprise Architect,IT,Corporate,Female,Black,39,09-05-2018,"$73,317 ",0%,United States,Miami,
E00870,Evelyn Liang,Service Desk Analyst,IT,Speciality Products,Female,Asian,40,26-06-2013,"$69,096 ",0%,United States,Seattle,
E04167,Henry Alvarez,Sr. Business Partner,Human Resources,Manufacturing,Male,Latino,48,12-04-2005,"$87,158 ",0%,Brazil,Manaus,
E00245,Benjamin Delgado,Test Engineer,Engineering,Corporate,Male,Latino,64,28-09-1992,"$70,778 ",0%,United States,Austin,
E00976,Zoe Rodriguez,Director,Human Resources,Speciality Products,Female,Latino,65,23-05-2004,"$1,53,938 ",20%,United States,Phoenix,
E04112,Axel Chu,Systems Analyst,IT,Research & Development,Male,Asian,43,04-05-2018,"$59,888 ",0%,China,Beijing,
E01807,Cameron Evans,Test Engineer,Engineering,Corporate,Male,Caucasian,50,13-12-2018,"$63,098 ",0%,United States,Columbus,
E04103,Isabella Soto,Vice President,Finance,Corporate,Female,Latino,27,15-12-2021,"$2,55,369 ",33%,Brazil,Sao Paulo,
E01412,Eva Jenkins,Sr. Manger,Human Resources,Manufacturing,Female,Black,55,10-11-2004,"$1,42,318 ",14%,United States,Chicago,
E04386,Cameron Powell,Business Partner,Human Resources,Manufacturing,Male,Black,41,20-08-2004,"$49,186 ",0%,United States,Austin,17-06-2008
E01232,Samantha Foster,Vice President,Human Resources,Research & Development,Female,Black,34,27-07-2019,"$2,20,937 ",38%,United States,Austin,
E04572,Jade Li,Director,IT,Speciality Products,Female,Asian,47,26-10-2012,"$1,83,156 ",30%,United States,Seattle,
E02747,Kinsley Acosta,Vice President,IT,Speciality Products,Female,Latino,32,22-07-2020,"$1,92,749 ",31%,United States,Chicago,
E01064,Clara Kang,Sr. Manger,IT,Manufacturing,Female,Asian,39,25-03-2017,"$1,35,325 ",14%,United States,Phoenix,
E00178,Harper Alexander,Sr. Analyst,Sales,Speciality Products,Female,Caucasian,26,14-10-2019,"$79,356 ",0%,United States,Phoenix,
E01091,Carter Reed,Development Engineer,Engineering,Manufacturing,Male,Black,40,07-07-2005,"$74,412 ",0%,United States,Seattle,
E01525,Charlotte Ruiz,Computer Systems Manager,IT,Manufacturing,Female,Latino,32,02-10-2017,"$61,886 ",9%,Brazil,Rio de Janerio,
E01309,Everleigh Jiang,Director,Accounting,Research & Development,Female,Asian,58,14-05-2003,"$1,73,071 ",29%,United States,Columbus,
E02378,Audrey Smith,Field Engineer,Engineering,Research & Development,Female,Caucasian,58,27-10-1995,"$70,189 ",0%,United States,Columbus,
E04127,Emery Acosta,Vice President,Sales,Research & Development,Female,Latino,42,11-09-2013,"$1,81,452 ",30%,United States,Columbus,
E02072,Charles Robinson,HRIS Analyst,Human Resources,Speciality Products,Male,Caucasian,26,12-03-2021,"$70,369 ",0%,United States,Seattle,
E02555,Landon Lopez,Sr. Analyst,Accounting,Manufacturing,Male,Latino,38,05-07-2008,"$78,056 ",0%,Brazil,Sao Paulo,
E00187,Miles Mehta,Director,Finance,Research & Development,Male,Asian,64,02-05-1996,"$1,89,933 ",23%,United States,Miami,
E04332,Ezra Simmons,Automation Engineer,Engineering,Speciality Products,Male,Caucasian,38,01-07-2010,"$78,237 ",0%,United States,Phoenix,
E02062,Nora Santiago,Analyst,Accounting,Research & Development,Female,Latino,55,26-06-1996,"$48,687 ",0%,Brazil,Rio de Janerio,
E00034,Caroline Herrera,Sr. Manger,Marketing,Manufacturing,Female,Latino,45,19-08-2004,"$1,21,065 ",15%,Brazil,Rio de Janerio,
E00273,David Owens,Sr. Analyst,Sales,Corporate,Male,Black,43,16-04-2004,"$94,246 ",0%,United States,Austin,
E00691,Avery Yee,Systems Analyst,IT,Manufacturing,Female,Asian,34,22-05-2016,"$44,614 ",0%,United States,Miami,
E01403,Xavier Park,Vice President,IT,Research & Development,Male,Asian,40,08-11-2020,"$2,34,469 ",31%,China,Chengdu,
E03438,Asher Morales,Automation Engineer,Engineering,Research & Development,Male,Latino,52,10-07-2020,"$88,272 ",0%,Brazil,Sao Paulo,
E04136,Mason Cao,Analyst II,Finance,Corporate,Male,Asian,52,14-09-2017,"$74,449 ",0%,China,Beijing,
E02944,Joshua Fong,Vice President,Engineering,Speciality Products,Male,Asian,47,11-06-2012,"$2,22,941 ",39%,China,Beijing,
E03300,Maria Chin,Analyst,Marketing,Manufacturing,Female,Asian,65,26-09-2013,"$50,341 ",0%,China,Beijing,
E00078,Eva Garcia,HRIS Analyst,Human Resources,Corporate,Female,Latino,31,11-04-2021,"$72,235 ",0%,Brazil,Manaus,
E00825,Anna Molina,Sr. Analyst,Accounting,Corporate,Female,Latino,41,12-06-2016,"$70,165 ",0%,United States,Columbus,
E04972,Logan Bryant,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,30,18-07-2020,"$1,48,485 ",15%,United States,Miami,
E03941,Isla Han,Technical Architect,IT,Manufacturing,Female,Asian,58,18-06-2005,"$86,089 ",0%,United States,Chicago,
E02148,Christopher Vega,Engineering Manager,Engineering,Research & Development,Male,Latino,54,27-10-2007,"$1,06,313 ",15%,United States,Chicago,
E02252,Lillian Park,Analyst,Marketing,Research & Development,Female,Asian,40,24-02-2021,"$46,833 ",0%,China,Chengdu,10-11-2021
E03096,Kennedy Zhang,Director,Finance,Research & Development,Female,Asian,63,27-10-2000,"$1,55,320 ",17%,China,Chongqing,
E04800,Eli Han,Sr. Analyst,Accounting,Manufacturing,Male,Asian,40,15-01-2016,"$89,984 ",0%,China,Chengdu,
E02838,Julia Pham,Engineering Manager,Engineering,Speciality Products,Female,Asian,65,16-03-2006,"$83,756 ",14%,China,Shanghai,
E02980,Hailey Shin,Director,Human Resources,Corporate,Female,Asian,57,24-10-2016,"$1,76,324 ",23%,China,Shanghai,
E04477,Connor Grant,Sr. Analyst,Accounting,Speciality Products,Male,Caucasian,27,13-10-2021,"$74,077 ",0%,United States,Seattle,
E04348,Natalia Owens,Manager,Human Resources,Manufacturing,Female,Caucasian,31,18-01-2021,"$1,04,162 ",7%,United States,Austin,
E01638,Maria He,IT Systems Architect,IT,Corporate,Female,Asian,45,28-08-2010,"$82,162 ",0%,China,Beijing,03-10-2020
E03419,Jade Yi,Account Representative,Sales,Speciality Products,Female,Asian,47,10-07-2015,"$63,880 ",0%,China,Chongqing,
E04222,Quinn Xiong,Test Engineer,Engineering,Research & Development,Female,Asian,55,08-09-2013,"$73,248 ",0%,United States,Columbus,
E04126,Dominic Baker,Sr. Analyst,Accounting,Manufacturing,Male,Black,51,09-10-2020,"$91,853 ",0%,United States,Chicago,
E01896,Adam Nelson,Director,Finance,Speciality Products,Male,Caucasian,25,14-01-2020,"$1,68,014 ",27%,United States,Chicago,27-07-2021
E03018,Autumn Reed,Development Engineer,Engineering,Corporate,Female,Caucasian,37,17-09-2017,"$70,770 ",0%,United States,Miami,
E03325,Robert Edwards,HRIS Analyst,Human Resources,Corporate,Male,Caucasian,62,11-10-2004,"$50,825 ",0%,United States,Seattle,
E04037,Roman Martinez,Sr. Manger,Finance,Research & Development,Male,Latino,31,19-09-2015,"$1,45,846 ",15%,Brazil,Manaus,
E01902,Eleanor Li,Sr. Manger,Human Resources,Research & Development,Female,Asian,64,07-12-2003,"$1,25,807 ",15%,United States,Chicago,
E01466,Connor Vang,Analyst,Sales,Speciality Products,Male,Asian,25,28-07-2021,"$46,845 ",0%,United States,Miami,
E02038,Ellie Chung,Sr. Manger,Marketing,Corporate,Female,Asian,59,29-08-2008,"$1,57,969 ",10%,China,Chongqing,
E03474,Violet Hall,Solutions Architect,IT,Corporate,Female,Caucasian,40,10-12-2010,"$97,807 ",0%,United States,Chicago,
E02744,Dylan Padilla,HRIS Analyst,Human Resources,Manufacturing,Male,Latino,31,09-12-2015,"$73,854 ",0%,United States,Seattle,
E00702,Nathan Pham,Sr. Manger,Accounting,Manufacturing,Male,Asian,45,12-12-2006,"$1,49,537 ",14%,United States,Seattle,
E03081,Ayla Brown,Sr. Manger,Sales,Manufacturing,Female,Caucasian,49,15-04-2013,"$1,28,303 ",15%,United States,Phoenix,
E01281,Isaac Mitchell,Network Architect,IT,Speciality Products,Male,Black,46,10-06-2005,"$67,374 ",0%,United States,Austin,
E04029,Jayden Jimenez,Manager,Human Resources,Corporate,Male,Latino,46,24-09-2011,"$1,02,167 ",6%,Brazil,Rio de Janerio,
E01116,Jaxon Tran,Sr. Manger,Sales,Manufacturing,Male,Asian,45,07-09-2007,"$1,51,027 ",10%,China,Shanghai,
E01753,Connor Fong,Manager,Accounting,Speciality Products,Male,Asian,40,16-02-2018,"$1,20,905 ",5%,United States,Seattle,
E04072,Emery Mitchell,Vice President,Finance,Manufacturing,Female,Caucasian,48,02-06-2018,"$2,31,567 ",36%,United States,Seattle,
E00672,Landon Luu,Vice President,IT,Research & Development,Male,Asian,31,12-07-2015,"$2,15,388 ",33%,United States,Miami,
E04419,Sophia Ahmed,Sr. Manger,Sales,Speciality Products,Female,Asian,30,13-06-2015,"$1,27,972 ",11%,United States,Seattle,
E00467,Sofia Dinh,Operations Engineer,Engineering,Corporate,Female,Asian,55,04-08-1995,"$80,701 ",0%,United States,Chicago,14-04-2005
E00365,Jonathan Patel,Manager,Marketing,Corporate,Male,Asian,28,02-02-2020,"$1,15,417 ",6%,China,Shanghai,
E00306,Piper Patterson,Quality Engineer,Engineering,Corporate,Female,Caucasian,45,19-06-2019,"$88,045 ",0%,United States,Chicago,
E03292,Cora Evans,Computer Systems Manager,IT,Speciality Products,Female,Black,45,26-03-2018,"$86,478 ",6%,United States,Austin,
E04779,Cameron Young,Vice President,Engineering,Manufacturing,Male,Caucasian,63,18-01-2016,"$1,80,994 ",39%,United States,Seattle,
E00501,Melody Ho,Analyst II,Finance,Research & Development,Female,Asian,55,02-12-2007,"$64,494 ",0%,United States,Columbus,
E01132,Aiden Bryant,Account Representative,Sales,Manufacturing,Male,Black,47,21-10-2002,"$70,122 ",0%,United States,Columbus,
E00556,Grayson Walker,Director,Accounting,Manufacturing,Male,Caucasian,29,19-02-2017,"$1,81,854 ",29%,United States,Seattle,24-04-2020
E00311,Scarlett Figueroa,Business Partner,Human Resources,Speciality Products,Female,Latino,34,21-10-2016,"$52,811 ",0%,United States,Miami,
E04567,Madeline Hoang,Systems Analyst,IT,Research & Development,Female,Asian,28,25-10-2019,"$50,111 ",0%,China,Chengdu,
E04378,Ezra Simmons,Network Administrator,IT,Manufacturing,Male,Black,31,07-05-2016,"$71,192 ",0%,United States,Austin,
E03251,Ruby Medina,Director,Sales,Manufacturing,Female,Latino,50,18-12-2018,"$1,55,351 ",20%,United States,Seattle,
E03167,Luke Zheng,Director,Human Resources,Speciality Products,Male,Asian,39,28-11-2006,"$1,61,690 ",29%,China,Beijing,
E03347,Rylee Dinh,Development Engineer,Engineering,Speciality Products,Female,Asian,35,10-02-2017,"$60,132 ",0%,China,Chongqing,
E03908,Miles Evans,Network Architect,IT,Manufacturing,Male,Caucasian,54,24-10-1994,"$87,216 ",0%,United States,Miami,
E01351,Leo Owens,Systems Analyst,IT,Corporate,Male,Caucasian,47,23-04-2020,"$50,069 ",0%,United States,Seattle,
E02681,Caroline Owens,Director,IT,Speciality Products,Female,Caucasian,26,26-07-2021,"$1,51,108 ",22%,United States,Phoenix,
E03807,Kennedy Do,Computer Systems Manager,IT,Manufacturing,Female,Asian,42,15-10-2005,"$67,398 ",7%,United States,Phoenix,
E00422,Jade Acosta,Development Engineer,Engineering,Research & Development,Female,Latino,47,29-08-2015,"$68,488 ",0%,United States,Seattle,
E00265,Mila Vasquez,Quality Engineer,Engineering,Manufacturing,Female,Latino,60,16-07-1998,"$92,932 ",0%,United States,Columbus,
E04601,Allison Ayala,Analyst,Finance,Corporate,Female,Latino,36,30-06-2009,"$43,363 ",0%,United States,Austin,
E04816,Jace Zhang,Service Desk Analyst,IT,Speciality Products,Male,Asian,31,14-02-2017,"$95,963 ",0%,China,Chengdu,
E02147,Allison Medina,Manager,Finance,Speciality Products,Female,Latino,55,29-04-2010,"$1,11,038 ",5%,Brazil,Sao Paulo,
E02914,Maria Wilson,Vice President,Engineering,Research & Development,Female,Caucasian,51,14-06-1996,"$2,00,246 ",34%,United States,Columbus,
E03268,Everly Coleman,Vice President,IT,Corporate,Female,Caucasian,48,18-02-2015,"$1,94,871 ",35%,United States,Columbus,
E03972,Jordan Gomez,Sr. Analyst,Accounting,Research & Development,Male,Latino,58,15-09-1994,"$98,769 ",0%,Brazil,Rio de Janerio,03-10-2016
E02189,Isla Chavez,Account Representative,Sales,Research & Development,Female,Latino,29,19-05-2018,"$65,334 ",0%,Brazil,Rio de Janerio,
E04290,Hannah Gomez,Technical Architect,IT,Manufacturing,Female,Latino,25,11-05-2021,"$83,934 ",0%,United States,Miami,
E03630,Jacob Davis,Director,Accounting,Research & Development,Male,Caucasian,36,03-09-2016,"$1,50,399 ",28%,United States,Chicago,
E00432,Eli Gupta,Director,Human Resources,Research & Development,Male,Asian,37,19-05-2012,"$1,60,280 ",19%,China,Beijing,
E03045,Andrew Huynh,Business Partner,Human Resources,Speciality Products,Male,Asian,57,28-04-1997,"$54,051 ",0%,United States,Miami,11-10-1998
E01924,Anna Gutierrez,Director,Engineering,Research & Development,Female,Latino,59,15-04-2003,"$1,50,699 ",29%,Brazil,Sao Paulo,
E04877,Samuel Vega,Analyst II,Marketing,Speciality Products,Male,Latino,37,30-03-2013,"$69,570 ",0%,United States,Miami,
E02770,Liliana Do,Service Desk Analyst,IT,Manufacturing,Female,Asian,30,29-03-2019,"$86,774 ",0%,China,Chengdu,
E04590,Isaac Sanders,HRIS Analyst,Human Resources,Manufacturing,Male,Caucasian,49,29-03-2001,"$57,606 ",0%,United States,Miami,
E01977,Raelynn Gupta,Sr. Manger,Finance,Corporate,Female,Asian,48,10-09-2001,"$1,25,730 ",11%,China,Chongqing,
E01378,Genesis Xiong,System Administrator ,IT,Research & Development,Female,Asian,51,25-02-2012,"$64,170 ",0%,United States,Columbus,
E04224,Lucas Ramos,Sr. Business Partner,Human Resources,Speciality Products,Male,Latino,56,21-01-1998,"$72,303 ",0%,United States,Phoenix,
E03423,Santiago f Gonzalez,Manager,Sales,Research & Development,Male,Latino,36,26-07-2012,"$1,05,891 ",7%,United States,Seattle,
E01584,Henry Zhu,Vice President,Marketing,Speciality Products,Male,Asian,38,25-08-2021,"$2,55,230 ",36%,United States,Austin,
E00788,Emily Contreras,Analyst II,Sales,Manufacturing,Female,Latino,56,15-06-1992,"$59,591 ",0%,Brazil,Sao Paulo,
E00207,Hailey Lai,Vice President,Human Resources,Manufacturing,Female,Asian,52,23-07-2012,"$1,87,048 ",32%,China,Chengdu,
E00834,Vivian Guzman,Analyst II,Finance,Speciality Products,Female,Latino,53,09-02-2002,"$58,605 ",0%,United States,Phoenix,
E04571,Hadley Contreras,Director,Engineering,Corporate,Female,Latino,60,04-01-2017,"$1,78,502 ",20%,United States,Austin,
E02652,Nathan Sun,Manager,Accounting,Speciality Products,Male,Asian,63,29-07-2015,"$1,03,724 ",5%,China,Shanghai,
E02693,Grace Campos,Director,Engineering,Research & Development,Female,Latino,37,21-03-2008,"$1,56,277 ",22%,Brazil,Manaus,
E03359,Autumn Ortiz,Field Engineer,Engineering,Research & Development,Female,Latino,30,17-12-2017,"$87,744 ",0%,Brazil,Sao Paulo,
E00399,Connor Walker,Analyst II,Finance,Manufacturing,Male,Caucasian,30,18-03-2019,"$54,714 ",0%,United States,Columbus,
E02971,Mia Wu,Enterprise Architect,IT,Corporate,Female,Asian,45,25-08-2013,"$99,169 ",0%,China,Beijing,
E03327,Julia Luong,Sr. Manger,Accounting,Research & Development,Female,Asian,55,20-06-2006,"$1,42,628 ",12%,China,Chongqing,
E00900,Eleanor Delgado,Sr. Analyst,Marketing,Manufacturing,Female,Latino,33,27-04-2014,"$75,869 ",0%,Brazil,Sao Paulo,
E00836,Addison Roberts,Network Architect,IT,Manufacturing,Female,Caucasian,65,14-05-2018,"$60,985 ",0%,United States,Seattle,
E03854,Camila Li,Sr. Manger,IT,Research & Development,Female,Asian,60,24-07-2010,"$1,26,911 ",10%,China,Shanghai,
E04729,Ezekiel Fong,Vice President,Sales,Research & Development,Male,Asian,56,25-02-2004,"$2,16,949 ",32%,China,Shanghai,
E00360,Dylan Thao,Director,Engineering,Manufacturing,Male,Asian,53,22-10-2012,"$1,68,510 ",29%,United States,Seattle,
E02284,Josephine Salazar,Field Engineer,Engineering,Speciality Products,Female,Latino,36,14-03-2016,"$85,870 ",0%,Brazil,Sao Paulo,
E00181,Genesis Hu,Sr. Analyst,Marketing,Corporate,Female,Asian,46,15-01-2002,"$86,510 ",0%,China,Beijing,02-01-2003
E04168,Mila Juarez,Manager,Sales,Speciality Products,Female,Latino,38,21-09-2017,"$1,19,647 ",9%,Brazil,Sao Paulo,
E02861,Daniel Perry,Enterprise Architect,IT,Research & Development,Male,Caucasian,62,15-04-2001,"$80,921 ",0%,United States,Columbus,
E01357,Paisley Hunter,Engineering Manager,Engineering,Research & Development,Female,Caucasian,61,15-01-2010,"$98,110 ",13%,United States,Chicago,
E04387,Everleigh White,Network Architect,IT,Speciality Products,Female,Caucasian,59,20-10-2017,"$86,831 ",0%,United States,Phoenix,
E03090,Penelope Choi,Technical Architect,IT,Speciality Products,Female,Asian,49,10-09-2010,"$72,826 ",0%,China,Beijing,
E03591,Piper Sun,Director,Marketing,Manufacturing,Female,Asian,64,14-02-2011,"$1,71,217 ",19%,United States,Seattle,
E03328,Lucy Johnson,Manager,IT,Research & Development,Female,Caucasian,57,27-04-2020,"$1,03,058 ",7%,United States,Columbus,
E04937,Ian Ngo,Manager,Sales,Speciality Products,Male,Asian,52,07-08-2014,"$1,17,062 ",7%,United States,Phoenix,
E00515,Joseph Vazquez,Sr. Manger,Accounting,Speciality Products,Male,Latino,40,23-01-2019,"$1,59,031 ",10%,United States,Miami,
E01241,Hadley Guerrero,Sr. Manger,IT,Research & Development,Female,Latino,49,14-01-2004,"$1,25,086 ",10%,Brazil,Sao Paulo,
E03255,Jose Brown,System Administrator ,IT,Speciality Products,Male,Caucasian,43,07-04-2016,"$67,976 ",0%,United States,Seattle,
E01711,Benjamin Ford,Analyst II,Finance,Speciality Products,Male,Caucasian,31,22-04-2021,"$74,215 ",0%,United States,Phoenix,
E00500,Henry Shah,Director,Accounting,Manufacturing,Male,Asian,55,11-06-2010,"$1,87,389 ",25%,China,Chengdu,
E04972,Ivy Daniels,Sr. Manger,Human Resources,Speciality Products,Female,Caucasian,41,26-10-2008,"$1,31,841 ",13%,United States,Columbus,
E02728,Thomas Chang,Sr. Analyst,Accounting,Research & Development,Male,Asian,34,26-07-2011,"$97,231 ",0%,China,Beijing,
E04749,Caroline Phan,Sr. Manger,Finance,Corporate,Female,Asian,41,14-03-2004,"$1,55,004 ",12%,United States,Austin,
E02023,Maverick Mehta,Systems Analyst,IT,Manufacturing,Male,Asian,40,30-07-2007,"$41,859 ",0%,United States,Seattle,
E03166,Austin Edwards,IT Coordinator,IT,Manufacturing,Male,Black,42,24-09-2006,"$52,733 ",0%,United States,Chicago,
E02599,Daniel Huang,Vice President,Human Resources,Corporate,Male,Asian,31,03-09-2015,"$2,50,953 ",34%,United States,Columbus,
E01014,Lucas Phan,Director,Marketing,Research & Development,Male,Asian,49,19-02-1999,"$1,91,807 ",21%,China,Chongqing,
E04529,Gabriel Yu,Technical Architect,IT,Speciality Products,Male,Asian,42,23-06-2014,"$64,677 ",0%,China,Chongqing,
E00085,Mason Watson,Sr. Manger,IT,Corporate,Male,Caucasian,46,14-09-2004,"$1,30,274 ",11%,United States,Chicago,
E00632,Angel Chang,Network Architect,IT,Research & Development,Male,Asian,37,06-07-2017,"$96,331 ",0%,China,Shanghai,
E02108,Madeline Coleman,Sr. Manger,Finance,Research & Development,Female,Caucasian,51,28-04-2006,"$1,50,758 ",13%,United States,Chicago,16-08-2007
E03802,Thomas Vazquez,Director,Engineering,Corporate,Male,Latino,46,19-07-2014,"$1,73,629 ",21%,Brazil,Sao Paulo,
E03685,Silas Hunter,Solutions Architect,IT,Corporate,Male,Black,55,04-05-1998,"$62,174 ",0%,United States,Chicago,
E01089,Nicholas Brooks,Analyst II,Accounting,Manufacturing,Male,Caucasian,43,20-10-2017,"$56,555 ",0%,United States,Phoenix,
E03988,Dominic Thomas,Analyst II,Marketing,Manufacturing,Male,Caucasian,48,28-09-2005,"$74,655 ",0%,United States,Austin,
E00401,Wesley Adams,System Administrator ,IT,Corporate,Male,Caucasian,48,11-08-2003,"$93,017 ",0%,United States,Seattle,
E03429,Ian Wu,Sr. Analyst,Marketing,Manufacturing,Male,Asian,51,14-04-2012,"$82,300 ",0%,China,Chengdu,
E02417,Alice Young,Automation Engineer,Engineering,Research & Development,Female,Caucasian,46,24-01-2008,"$91,621 ",0%,United States,Chicago,
E00359,Logan Carrillo,Sr. Analyst,Marketing,Research & Development,Male,Latino,33,30-11-2014,"$91,280 ",0%,United States,Miami,
E02044,Caroline Alexander,Business Partner,Human Resources,Manufacturing,Female,Black,42,18-09-2020,"$47,071 ",0%,United States,Columbus,
